_id,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,one_room_sold,two_room_sold,three_room_sold,four_room_sold,five_room_sold,exec_sold,multigen_sold,studio_apartment_sold,one_room_rental,two_room_rental,three_room_rental,other_room_rental
10157,650,HOUGANG AVE 8,13,1987,Y,N,N,N,N,N,HG,148,0,0,0,148,0,0,0,0,0,0,0,0
10158,650,JLN TENAGA,9,1994,Y,N,N,Y,N,N,BD,92,0,0,0,76,16,0,0,0,0,0,0,0
10159,650,JURONG WEST ST 61,5,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10160,650,PASIR RIS DR 10,13,1993,Y,N,N,Y,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0
10161,650,PUNGGOL CTRL,4,2003,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10162,650,SENJA LINK,20,1999,Y,N,N,N,N,N,BP,104,0,0,0,17,49,38,0,0,0,0,0,0
10163,650,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,78,0,0,0,0,0,78,0,0,0,0,0,0
10164,650,YISHUN AVE 4,4,1986,Y,N,N,N,N,N,YS,8,0,0,0,0,0,8,0,0,0,0,0,0
10165,650A,JURONG WEST ST 61,16,1999,Y,N,N,N,N,N,JW,123,0,0,0,62,61,0,0,0,0,0,0,0
10166,650B,JURONG WEST ST 61,16,1998,Y,N,N,Y,N,N,JW,123,0,0,0,46,77,0,0,0,0,0,0,0
10167,650C,JURONG WEST ST 61,16,1998,Y,N,N,N,N,N,JW,92,0,0,0,30,62,0,0,0,0,0,0,0
10168,651,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,8,0,0,0,0,0,8,0,0,0,0,0,0
10169,651,JLN TENAGA,12,1995,Y,Y,N,N,N,N,BD,85,0,0,0,66,19,0,0,0,0,0,0,0
10170,651,JURONG WEST ST 61,5,2000,N,Y,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10171,651,PASIR RIS DR 10,13,1994,Y,N,N,Y,N,N,PRC,46,0,0,0,0,0,46,0,0,0,0,0,0
10172,651,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,91,0,0,0,31,60,0,0,0,0,0,0,0
10173,651,SENJA LINK,20,1999,Y,N,N,N,N,N,BP,104,0,0,0,18,48,38,0,0,0,0,0,0
10174,651,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,92,0,0,0,48,44,0,0,0,0,0,0,0
10175,651,YISHUN AVE 4,9,1986,Y,N,N,Y,N,N,YS,96,0,0,0,56,40,0,0,0,0,0,0,0
10176,651A,JLN TENAGA,5,1994,N,Y,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
10177,651A,JURONG WEST ST 61,14,2000,Y,N,N,N,N,N,JW,93,0,0,0,93,0,0,0,0,0,0,0,0
10178,651A,SENJA LINK,6,1999,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
10179,651B,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,107,0,0,0,107,0,0,0,0,0,0,0,0
10180,652,HOUGANG AVE 8,13,1986,Y,N,N,N,N,N,HG,120,0,0,120,0,0,0,0,0,0,0,0,0
10181,652,JLN TENAGA,14,1995,Y,Y,N,N,N,N,BD,78,0,0,0,0,78,0,0,0,0,0,0,0
10182,652,JURONG WEST ST 61,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10183,652,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,103,0,0,0,33,70,0,0,0,0,0,0,0
10184,652,SENJA LINK,20,2000,Y,N,N,N,N,N,BP,104,0,0,0,18,48,38,0,0,0,0,0,0
10185,652,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,78,0,0,0,0,0,78,0,0,0,0,0,0
10186,652,YISHUN AVE 4,12,1986,Y,N,N,Y,N,N,YS,63,0,0,0,9,0,54,0,0,0,0,0,0
10187,652A,JURONG WEST ST 61,14,2000,Y,N,N,Y,N,N,JW,93,0,0,0,0,93,0,0,0,0,0,0,0
10188,652B,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,107,0,0,0,0,107,0,0,0,0,0,0,0
10189,652C,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,107,0,0,0,0,107,0,0,0,0,0,0,0
10190,653,HOUGANG AVE 8,17,1987,Y,N,N,N,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0
10191,653,JLN TENAGA,15,1995,Y,N,N,N,N,N,BD,79,0,0,0,0,79,0,0,0,0,0,0,0
10192,653,PUNGGOL DR,1,2022,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10193,653,SENJA LINK,20,1999,Y,N,N,N,N,N,BP,74,0,0,0,0,36,38,0,0,0,0,0,0
10194,653,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,92,0,0,0,48,44,0,0,0,0,0,0,0
10195,653,YISHUN AVE 4,12,1986,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0
10196,653A,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,152,0,0,0,0,152,0,0,0,0,0,0,0
10197,653A,PUNGGOL DR,18,2022,Y,Y,N,N,N,N,PG,189,0,119,0,70,0,0,0,0,0,0,0,0
10198,653B,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,107,0,0,0,0,107,0,0,0,0,0,0,0
10199,653B,PUNGGOL DR,18,2023,Y,Y,N,N,N,N,PG,206,0,102,34,70,0,0,0,0,0,0,0,0
10200,653C,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,105,0,0,0,0,105,0,0,0,0,0,0,0
10201,653C,PUNGGOL DR,18,2023,Y,N,N,Y,N,N,PG,194,0,126,0,68,0,0,0,0,0,0,0,0
10202,654,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,18,0,0,0,0,0,18,0,0,0,0,0,0
10203,654,JLN TENAGA,12,1995,Y,N,N,N,N,N,BD,86,0,0,0,68,18,0,0,0,0,0,0,0
10204,654,SENJA RD,20,2000,Y,N,N,Y,N,N,BP,102,0,0,0,17,47,38,0,0,0,0,0,0
10205,654,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,44,0,0,0,0,0,44,0,0,0,0,0,0
10206,654,YISHUN AVE 4,12,1986,Y,Y,N,N,N,N,YS,61,0,0,9,15,11,26,0,0,0,0,0,0
10207,654A,JURONG WEST ST 61,14,2000,Y,N,N,Y,N,N,JW,93,0,0,0,0,93,0,0,0,0,0,0,0
10208,654A,PUNGGOL DR,18,2023,Y,Y,N,N,N,N,PG,112,0,0,14,98,0,0,0,0,0,0,0,0
10209,654A,SENJA RD,1,2000,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
10210,654B,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,107,0,0,0,0,107,0,0,0,0,0,0,0
10211,654B,PUNGGOL DR,14,2023,Y,N,N,N,N,N,PG,96,0,0,10,86,0,0,0,0,0,0,0,0
10212,654C,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,107,0,0,0,0,107,0,0,0,0,0,0,0
10213,654C,PUNGGOL DR,8,2023,Y,N,N,Y,N,N,PG,105,0,56,21,28,0,0,0,0,0,0,0,0
10214,654D,PUNGGOL DR,14,2023,Y,N,N,N,N,N,PG,112,0,0,16,96,0,0,0,0,0,0,0,0
10215,655,HOUGANG AVE 8,17,1987,Y,N,N,N,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0
10216,655,JLN TENAGA,11,1995,Y,Y,N,N,N,N,BD,90,0,0,0,72,18,0,0,0,0,0,0,0
10217,655,JURONG WEST ST 61,5,2000,N,N,N,N,Y,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10218,655,PUNGGOL EAST,1,2021,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10219,655,SENJA RD,20,2000,Y,N,N,N,N,N,BP,102,0,0,0,17,47,38,0,0,0,0,0,0
10220,655,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,115,0,0,0,71,44,0,0,0,0,0,0,0
10221,655,YISHUN AVE 4,12,1986,Y,Y,N,N,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0
10222,655A,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,169,0,0,0,169,0,0,0,0,0,0,0,0
10223,655A,PUNGGOL EAST,14,2022,Y,N,N,Y,N,N,PG,112,0,0,16,96,0,0,0,0,0,0,0,0
10224,655B,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,154,0,0,0,154,0,0,0,0,0,0,0,0
10225,655B,PUNGGOL EAST,14,2022,Y,N,N,Y,N,N,PG,161,0,119,0,0,42,0,0,0,0,0,0,0
10226,655C,PUNGGOL EAST,14,2022,Y,N,N,Y,N,N,PG,87,0,0,0,54,33,0,0,0,0,0,0,0
10227,656,CHOA CHU KANG CRES,20,1998,Y,N,N,N,N,N,CCK,120,0,0,0,56,50,14,0,0,0,0,0,0
10228,656,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,20,0,0,0,0,0,20,0,0,0,0,0,0
10229,656,JLN TENAGA,15,1995,Y,N,N,Y,N,N,BD,80,0,0,0,14,66,0,0,0,0,0,0,0
10230,656,JURONG WEST ST 61,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10231,656,SENJA RD,20,1999,Y,N,N,Y,N,N,BP,74,0,0,0,0,36,38,0,0,0,0,0,0
10232,656,WOODLANDS RING RD,11,1997,Y,N,N,Y,N,N,WL,70,0,0,0,0,0,70,0,0,0,0,0,0
10233,656,YISHUN AVE 4,4,1986,Y,N,N,N,N,N,YS,16,0,0,9,7,0,0,0,0,0,0,0,0
10234,656A,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,30,60,0,0,0,0,0,0
10235,656A,PUNGGOL EAST,18,2021,Y,N,N,N,N,N,PG,204,0,119,0,51,34,0,0,0,0,0,0,0
10236,656A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
10237,656B,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,30,60,0,0,0,0,0,0
10238,656B,PUNGGOL EAST,18,2021,Y,N,N,N,N,N,PG,206,0,102,34,53,17,0,0,0,0,0,0,0
10239,656C,JURONG WEST ST 61,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,30,60,0,0,0,0,0,0
10240,656C,PUNGGOL EAST,18,2022,Y,N,N,N,N,N,PG,190,0,122,0,34,34,0,0,0,0,0,0,0
10241,656D,JURONG WEST ST 61,16,2000,Y,N,N,N,N,N,JW,90,0,0,0,0,30,60,0,0,0,0,0,0
10242,657,CHOA CHU KANG CRES,19,1998,Y,N,N,N,N,N,CCK,114,0,0,0,54,46,14,0,0,0,0,0,0
10243,657,HOUGANG AVE 8,17,1987,Y,N,N,N,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0
10244,657,JLN TENAGA,11,1994,Y,N,N,N,N,N,BD,80,0,0,0,60,20,0,0,0,0,0,0,0
10245,657,JURONG WEST ST 65,6,1999,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10246,657,PUNGGOL EAST,1,2023,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10247,657,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,102,0,0,0,58,44,0,0,0,0,0,0,0
10248,657,YISHUN AVE 4,12,1986,Y,N,N,N,N,N,YS,132,0,0,0,52,80,0,0,0,0,0,0,0
10249,657A,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,154,0,0,0,154,0,0,0,0,0,0,0,0
10250,657A,PUNGGOL EAST,16,2022,Y,N,N,N,N,N,PG,182,0,90,30,47,15,0,0,0,0,0,0,0
10251,657B,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,154,0,0,0,154,0,0,0,0,0,0,0,0
10252,657B,PUNGGOL EAST,17,2022,Y,N,N,N,N,N,PG,153,0,119,0,6,28,0,0,0,0,0,0,0
10253,658,CHOA CHU KANG CRES,16,1998,Y,N,N,N,N,N,CCK,108,0,0,0,80,22,6,0,0,0,0,0,0
10254,658,HOUGANG AVE 8,12,1986,Y,N,N,Y,N,N,HG,132,0,0,66,66,0,0,0,0,0,0,0,0
10255,658,JLN TENAGA,15,1995,Y,N,N,N,N,N,BD,86,0,0,0,38,48,0,0,0,0,0,0,0
10256,658,JURONG WEST ST 65,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10257,658,PUNGGOL EAST,1,2017,N,Y,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10258,658,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,73,0,0,0,0,0,73,0,0,0,0,0,0
10259,658,YISHUN AVE 4,12,1986,Y,N,N,Y,N,N,YS,132,0,0,0,52,80,0,0,0,0,0,0,0
10260,658A,JURONG WEST ST 65,16,1999,Y,N,N,N,N,N,JW,90,0,0,0,0,90,0,0,0,0,0,0,0
10261,658A,PUNGGOL EAST,19,2017,Y,N,N,Y,N,N,PG,94,0,0,34,34,26,0,0,0,0,0,0,0
10262,658B,JURONG WEST ST 65,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,90,0,0,0,0,0,0,0
10263,658B,PUNGGOL EAST,11,2017,Y,N,N,Y,N,N,PG,52,0,0,0,18,34,0,0,0,0,0,0,0
10264,658C,JURONG WEST ST 65,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,90,0,0,0,0,0,0,0
10265,658C,PUNGGOL EAST,18,2017,Y,N,N,Y,N,N,PG,94,0,0,0,34,60,0,0,0,0,0,0,0
10266,658D,JURONG WEST ST 65,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,0,90,0,0,0,0,0,0,0
10267,659,CHOA CHU KANG CRES,16,1998,Y,N,N,N,N,N,CCK,108,0,0,0,84,18,6,0,0,0,0,0,0
10268,659,HOUGANG AVE 8,4,1987,Y,N,N,N,N,N,HG,8,0,0,0,0,0,8,0,0,0,0,0,0
10269,659,JLN TENAGA,15,1995,Y,N,N,N,N,N,BD,80,0,0,0,42,38,0,0,0,0,0,0,0
10270,659,JURONG WEST ST 65,5,1999,N,Y,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10271,659,PUNGGOL EAST,7,2017,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10272,659,WOODLANDS RING RD,12,1996,Y,N,N,N,N,N,WL,99,0,0,0,55,44,0,0,0,0,0,0,0
10273,659,YISHUN AVE 4,4,1986,Y,N,N,N,N,N,YS,16,0,0,9,7,0,0,0,0,0,0,0,0
10274,659A,CHOA CHU KANG CRES,2,1998,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
10275,659A,JURONG WEST ST 65,16,1999,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10276,659A,PUNGGOL EAST,18,2017,Y,N,N,Y,N,N,PG,102,0,0,0,34,68,0,0,0,0,0,0,0
10277,659B,JURONG WEST ST 65,16,1999,Y,N,N,N,N,N,JW,124,0,0,0,48,76,0,0,0,0,0,0,0
10278,659B,PUNGGOL EAST,18,2017,Y,N,N,N,N,N,PG,118,0,34,50,34,0,0,0,0,0,0,0,0
10279,659C,JURONG WEST ST 65,16,1999,Y,N,N,N,N,N,JW,108,0,0,0,48,60,0,0,0,0,0,0,0
10280,659C,PUNGGOL EAST,19,2017,Y,N,N,Y,N,N,PG,122,0,70,12,40,0,0,0,0,0,0,0,0
10281,659D,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,108,0,0,0,48,60,0,0,0,0,0,0,0
10282,659D,PUNGGOL EAST,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10283,66,BEDOK STH AVE 3,22,1977,Y,N,N,N,N,N,BD,84,0,0,0,0,84,0,0,0,0,0,0,0
10284,66,C'WEALTH DR,10,1963,Y,N,N,N,N,N,QT,117,0,0,0,0,0,0,0,0,0,28,86,3
10285,66,CIRCUIT RD,10,1965,Y,N,N,N,N,N,GL,118,0,29,87,2,0,0,0,0,0,0,0,0
10286,66,ENG WATT ST,3,1937,Y,Y,N,N,N,N,BM,38,0,0,8,30,0,0,0,0,0,0,0,0
10287,66,KALLANG BAHRU,5,1973,Y,Y,N,Y,N,N,KWN,59,0,0,59,0,0,0,0,0,0,0,0,0
10288,66,LOR 4 TOA PAYOH,12,1968,Y,Y,N,N,N,N,TP,140,0,0,136,4,0,0,0,0,0,0,0,0
10289,66,MARINE DR,16,1975,Y,N,N,Y,N,N,MP,180,0,0,180,0,0,0,0,0,0,0,0,0
10290,66,TELOK BLANGAH DR,20,1977,Y,N,N,N,N,N,BM,76,0,0,0,0,76,0,0,0,0,0,0,0
10291,66,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,JW,114,0,0,0,0,0,0,0,0,0,0,114,0
10292,66A,CIRCUIT RD,5,1998,N,N,N,N,Y,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
10293,660,CHOA CHU KANG CRES,19,1998,Y,Y,N,N,N,N,CCK,116,0,0,0,86,20,10,0,0,0,0,0,0
10294,660,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10295,660,HOUGANG AVE 8,12,1986,Y,N,N,Y,N,N,HG,132,0,0,66,66,0,0,0,0,0,0,0,0
10296,660,JLN TENAGA,15,1995,Y,Y,N,N,N,N,BD,84,0,0,0,42,42,0,0,0,0,0,0,0
10297,660,JURONG WEST ST 64,5,1999,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10298,660,WOODLANDS RING RD,12,1996,Y,N,N,Y,N,N,WL,99,0,0,0,55,44,0,0,0,0,0,0,0
10299,660,YISHUN AVE 4,12,1986,Y,N,N,Y,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0
10300,660A,CHOA CHU KANG CRES,2,1998,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,660A,EDGEDALE PLAINS,2,2017,N,Y,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10302,660A,JURONG WEST ST 64,16,1999,Y,N,N,N,N,N,JW,155,0,0,0,64,91,0,0,0,0,0,0,0
10303,660A,JLN TENAGA,5,1994,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
10304,660B,JURONG WEST ST 64,16,1999,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10305,660C,JURONG WEST ST 64,16,2000,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10306,660D,JURONG WEST ST 64,16,2000,Y,N,N,Y,N,N,JW,150,0,0,0,60,90,0,0,0,0,0,0,0
10307,660E,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10308,661,BUFFALO RD,23,1981,Y,Y,N,N,N,N,CT,127,0,0,0,127,0,0,0,0,0,0,0,0
10309,661,CHOA CHU KANG CRES,20,1998,Y,N,N,N,N,N,CCK,122,0,0,0,56,52,14,0,0,0,0,0,0
10310,661,EDGEDALE PLAINS,7,2016,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10311,661,HOUGANG AVE 4,12,1986,Y,N,N,Y,N,N,HG,132,0,0,66,66,0,0,0,0,0,0,0,0
10312,661,JLN DAMAI,14,1995,Y,Y,N,N,N,N,BD,48,0,0,0,0,0,48,0,0,0,0,0,0
10313,661,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10314,661,WOODLANDS RING RD,12,1996,Y,N,N,N,N,N,WL,91,0,0,0,47,44,0,0,0,0,0,0,0
10315,661,YISHUN AVE 4,12,1986,Y,Y,N,N,N,N,YS,61,0,0,9,15,11,26,0,0,0,0,0,0
10316,661A,CHOA CHU KANG CRES,3,1998,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
10317,661A,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,PG,135,0,0,50,85,0,0,0,0,0,0,0,0
10318,661A,JURONG WEST ST 64,16,1999,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10319,661A,WOODLANDS RING RD,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
10320,661B,EDGEDALE PLAINS,19,2016,Y,N,N,Y,N,N,PG,116,0,0,0,67,49,0,0,0,0,0,0,0
10321,661B,JURONG WEST ST 64,16,1999,Y,N,N,Y,N,N,JW,105,0,0,0,45,60,0,0,0,0,0,0,0
10322,661C,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,PG,122,0,0,0,46,76,0,0,0,0,0,0,0
10323,661C,JURONG WEST ST 64,16,2000,Y,N,N,N,N,N,JW,138,0,0,0,48,90,0,0,0,0,0,0,0
10324,661D,JURONG WEST ST 64,16,2000,Y,N,N,Y,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10325,662,BUFFALO RD,25,1981,Y,Y,N,Y,N,N,CT,152,0,0,12,140,0,0,0,0,0,0,0,0
10326,662,CHOA CHU KANG CRES,20,1998,Y,N,N,N,N,N,CCK,76,0,0,0,0,0,76,0,0,0,0,0,0
10327,662,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10328,662,HOUGANG AVE 4,12,1986,Y,Y,N,Y,N,N,HG,132,0,0,66,66,0,0,0,0,0,0,0,0
10329,662,JLN DAMAI,14,1995,Y,N,N,N,N,N,BD,48,0,0,0,0,0,48,0,0,0,0,0,0
10330,662,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10331,662,TAMPINES ST 64,5,2023,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10332,662,WOODLANDS RING RD,12,1996,Y,N,N,N,N,N,WL,103,0,0,0,59,44,0,0,0,0,0,0,0
10333,662,YISHUN AVE 4,12,1986,Y,N,N,Y,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0
10334,662A,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,PG,135,0,0,50,85,0,0,0,0,0,0,0,0
10335,662A,JURONG WEST ST 64,16,1999,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10336,662A,TAMPINES ST 64,15,2023,Y,N,N,N,N,N,TAP,139,0,0,0,70,69,0,0,0,0,0,0,0
10337,662B,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,PG,122,0,0,52,70,0,0,0,0,0,0,0,0
10338,662B,JURONG WEST ST 64,16,1999,Y,N,N,Y,N,N,JW,135,0,0,0,45,90,0,0,0,0,0,0,0
10339,662B,TAMPINES ST 64,15,2023,Y,N,N,Y,N,N,TAP,128,0,0,0,64,64,0,0,0,0,0,0,0
10340,662C,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,PG,85,0,0,0,23,62,0,0,0,0,0,0,0
10341,662C,JURONG WEST ST 64,16,2000,Y,N,N,Y,N,N,JW,135,0,0,0,45,90,0,0,0,0,0,0,0
10342,662C,TAMPINES ST 64,16,2023,Y,N,N,Y,N,N,TAP,56,0,0,0,30,26,0,0,0,0,0,0,0
10343,662D,EDGEDALE PLAINS,19,2016,Y,N,N,Y,N,N,PG,122,0,0,0,47,75,0,0,0,0,0,0,0
10344,662D,JURONG WEST ST 64,16,2000,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0
10345,663,BUFFALO RD,21,1981,Y,Y,N,N,N,N,CT,115,0,0,0,115,0,0,0,0,0,0,0,0
10346,663,CHOA CHU KANG CRES,20,1998,Y,N,N,N,N,N,CCK,76,0,0,0,0,0,76,0,0,0,0,0,0
10347,663,JLN DAMAI,14,1995,Y,N,N,N,N,N,BD,48,0,0,0,0,0,48,0,0,0,0,0,0
10348,663,JURONG WEST ST 65,6,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10349,663,PUNGGOL DR,7,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
10350,663,WOODLANDS RING RD,12,1996,Y,N,N,N,N,N,WL,88,0,0,0,44,44,0,0,0,0,0,0,0
10351,663,YISHUN AVE 4,12,1986,Y,N,N,N,N,N,YS,88,0,0,0,48,40,0,0,0,0,0,0,0
10352,663A,JURONG WEST ST 65,16,1998,Y,N,N,N,N,N,JW,185,0,0,0,92,93,0,0,0,0,0,0,0
10353,663A,PUNGGOL DR,18,2015,Y,N,N,Y,N,Y,PG,215,0,0,117,66,32,0,0,0,0,0,0,0
10354,663A,TAMPINES ST 64,16,2024,Y,N,N,Y,N,N,TAP,56,0,0,0,30,26,0,0,0,0,0,0,0
10355,663A,YISHUN AVE 4,4,1986,Y,N,N,N,N,N,YS,12,0,0,5,3,0,4,0,0,0,0,0,0
10356,663B,JURONG WEST ST 65,16,1998,Y,N,N,N,N,N,JW,140,0,0,0,48,92,0,0,0,0,0,0,0
10357,663B,PUNGGOL DR,18,2015,Y,N,N,Y,N,N,PG,96,0,0,0,34,62,0,0,0,0,0,0,0
10358,663B,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,134,0,0,0,68,66,0,0,0,0,0,0,0
10359,663C,JURONG WEST ST 65,16,1998,Y,N,N,Y,N,N,JW,138,0,0,0,47,91,0,0,0,0,0,0,0
10360,663C,PUNGGOL DR,18,2015,Y,N,N,N,N,N,PG,92,0,0,0,58,34,0,0,0,0,0,0,0
10361,663C,TAMPINES ST 64,16,2023,Y,N,N,N,N,N,TAP,136,0,0,0,68,68,0,0,0,0,0,0,0
10362,663D,JURONG WEST ST 65,16,1998,Y,N,N,Y,N,N,JW,122,0,0,0,61,61,0,0,0,0,0,0,0
10363,663E,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10364,664,BUFFALO RD,4,1981,Y,Y,N,N,N,N,CT,16,0,0,16,0,0,0,0,0,0,0,0,0
10365,664,CHOA CHU KANG CRES,20,1998,Y,N,N,N,N,N,CCK,76,0,0,0,0,76,0,0,0,0,0,0,0
10366,664,JLN DAMAI,14,1995,Y,N,N,N,N,N,BD,48,0,0,0,0,0,48,0,0,0,0,0,0
10367,664,JURONG WEST ST 64,6,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
10368,664,WOODLANDS RING RD,12,1996,Y,N,N,Y,N,N,WL,99,0,0,0,55,44,0,0,0,0,0,0,0
10369,664,YISHUN AVE 4,10,1986,Y,Y,N,N,N,N,YS,57,0,0,1,12,0,44,0,0,0,0,0,0
10370,664A,JURONG WEST ST 64,16,1998,Y,N,N,N,N,N,JW,185,0,0,0,92,93,0,0,0,0,0,0,0
10371,664A,PUNGGOL DR,18,2015,Y,N,N,N,N,N,PG,170,0,0,68,68,34,0,0,0,0,0,0,0
