Month,Value,cpi_lag1,cpi_lag3,cpi_lag6,cpi_lag12,cpi_sma3,cpi_sma6,cpi_sma12,cpi_ema3,cpi_ema6,cpi_ema12
1993-08-01,67.971,68.078,67.756,67.733,66.532,67.935,67.73866666666667,67.36275,67.92075411284918,67.74432144655201,67.37036661771991
1993-09-01,68.008,67.971,68.078,67.756,66.577,68.019,67.84866666666666,67.482,67.96437705642458,67.81965817610858,67.46846406114761
1993-10-01,68.249,68.008,67.971,68.078,66.743,68.07600000000001,67.96583333333334,67.6075,68.10668852821229,67.94232726864898,67.58854651327874
1993-11-01,68.463,68.249,68.008,67.971,66.931,68.24,68.08749999999999,67.73516666666667,68.28484426410614,68.09109090617784,67.72307781892816
1993-12-01,68.697,68.463,68.249,68.008,66.986,68.46966666666667,68.24433333333333,67.87775,68.49092213205307,68.26420779012703,67.87291200063152
1994-01-01,69.045,68.697,68.463,68.249,67.5,68.735,68.4055,68.0065,68.76796106602654,68.48729127866217,68.0532332313036
1994-02-01,69.269,69.045,68.697,68.463,67.184,69.00366666666667,68.62183333333333,68.18025,69.01848053301327,68.71063662761584,68.2402742726415
1994-03-01,68.922,69.269,69.045,68.697,67.348,69.07866666666668,68.77416666666666,68.31141666666666,68.97024026650664,68.77102616258274,68.34515515377358
1994-04-01,69.44,68.922,69.269,69.045,67.546,69.21033333333334,68.97266666666667,68.46925,69.20512013325332,68.96216154470196,68.51359282242379
1994-05-01,69.791,69.44,68.922,69.269,67.733,69.38433333333334,69.194,68.64075,69.49806006662666,69.19897253192997,68.71011700358936
1994-06-01,70.124,69.791,69.44,68.922,67.756,69.785,69.43183333333333,68.83808333333333,69.81103003331333,69.46326609423569,68.92763746457561
1994-07-01,70.259,70.124,69.791,69.44,68.078,70.058,69.63416666666667,69.01983333333332,70.03501501665667,69.69061863873978,69.13246247002552
1994-08-01,70.349,70.259,70.124,69.791,67.971,70.24400000000001,69.81416666666667,69.218,70.19200750832835,69.87872759909985,69.3196220900216
1994-09-01,70.376,70.349,70.259,70.124,68.008,70.328,70.0565,69.41533333333334,70.28400375416417,70.02080542792847,69.48214176847982
1994-10-01,70.616,70.376,70.349,70.259,68.249,70.447,70.2525,69.61258333333333,70.45000187708209,70.1908610199489,69.656581496406
1994-11-01,70.877,70.616,70.376,70.349,68.463,70.623,70.4335,69.81375,70.66350093854103,70.38690072853493,69.84433818926662
1994-12-01,70.672,70.877,70.616,70.376,68.697,70.72166666666666,70.52483333333333,69.97833333333334,70.66775046927052,70.46835766323923,69.9716707755333
1995-01-01,70.826,70.672,70.877,70.616,69.045,70.79166666666667,70.61933333333333,70.12675,70.74687523463525,70.57054118802802,70.10310604083587
1995-02-01,70.899,70.826,70.672,70.877,69.269,70.79899999999999,70.711,70.26258333333332,70.82293761731762,70.66438656287716,70.22555126532265
1995-03-01,70.681,70.899,70.826,70.672,68.922,70.802,70.76183333333333,70.40916666666668,70.7519688086588,70.66913325919796,70.29562030142685
1995-04-01,71.022,70.681,70.899,70.826,69.44,70.86733333333333,70.8295,70.541,70.88698440432941,70.76995232799854,70.40737102428426
